Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
200406,21.878,1.61,1.61,0.57,0.57,2.006,3.664,3.901,0.1,7.71,3.624,95.569,15.65,33.79,16.65,1.54,30.23,7,2.2,0,21.57,7.36,2.72,16.75,12.396,0.046,0.573,12.2,0.141,0.175,6.42,59.38,28.23,-24.73,3.23,0.78,0.243,"42,873.00","33,624.00","9,249.00","6,094.00",0,0,"3,155.00",0,0,0,"-1,670.00",-72,"1,485.00",-261,17.58,"1,152.00",13,"1,165.00",48,0.64,0.57,"1,959.65",0,"3,155.00","15,648.00","18,010.00","33,658.00","3,016.00",0,"124,855.00","127,871.00","4,001.00",0,-997,"7,610.00",0,"10,614.00","35,654.00","207,797.00",0,0,0,0,0,"72,437.00","72,437.00","-30,112.00","42,325.00","7,186.00",0,"36,305.00","293,613.00","21,879.00",0,0,"32,773.00","54,652.00",0,0,0,0,0,"54,652.00","168,101.00",0,"168,101.00",0,"4,836.00","51,678.00","279,267.00",19,0,"11,171.00","-1,209.00","5,341.00","-1,761.00",0,"13,561.00",785,"14,346.00","1,165.00",0,"1,165.00",0,0,0,0,0,"6,479.00",0,0,0,0,"7,644.00",-464,25,0,0,"-4,682.00","4,127.00",0,0,"-7,766.00","-8,760.00",0,-41,0,-506,-183,-23,-753,"-1,869.00",-464,"7,180.00",16.83,7.8,2.03,4.32,4.19,1.91,0.18,0,0.95,15.89,15.89,6.29,24.14,4.03,2.56,"27,527.41","162,755.41",-140.08,-41.08,-135.78,70.14,29.01,0,9.56,-41.46,1.36,7,-2.36,0.476,-1.22,3.8,3.61,N/A,16.36,13.12,0.06,1.96,159.09,30.47,-28.95,"1,745.31","1,758.94",1.85,8/5/04,8/4/05,0,0,0,0,0,0,0,0,1.64,0,0,0,0.22,0,0.89,0.54,0
200409,21.389,1.173,1.173,0.15,0.24,6.396,2.875,4.032,0.1,7.688,3.855,90.004,14.05,6.25,3.42,0.37,20.13,4.19,1.97,0,20.87,5.48,0.68,13.44,11.707,0.049,0.571,11.22,0.134,0.417,7.79,66.03,31.83,-26.41,2.87,0.79,0.276,"39,121.00","30,956.00","8,165.00","6,020.00",0,0,"2,145.00",0,0,0,"-1,427.00",-62,718,-197,27.44,459,-193,266,50,0.15,0.15,"1,829.00",0,"2,145.00","17,416.00","13,914.00","31,330.00","3,340.00",0,"121,484.00","124,824.00","3,996.00",0,-976,"7,961.00",0,"10,981.00","37,779.00","204,914.00",0,0,0,0,0,"73,016.00","73,016.00","-30,112.00","42,904.00","7,014.00",0,"33,846.00","288,678.00","22,399.00",0,0,"31,849.00","54,248.00",0,0,0,0,0,"54,248.00","164,707.00",0,"164,707.00",0,"5,058.00","49,783.00","273,796.00",19,0,"11,255.00",-794,"5,357.00","-1,768.00",0,"14,069.00",813,"14,882.00",266,0,266,0,0,0,0,0,"7,109.00",0,0,0,0,"7,375.00","-2,116.00",412,0,0,"-1,571.00","1,582.00",0,0,"1,404.00",-289,0,-26,0,"-5,088.00",-183,-14,"-5,311.00","1,775.00","-2,116.00","5,259.00",12.89,2.2,1.83,3.64,2.51,1.54,0.16,0,0.92,15.29,15.29,6.54,29.2,3.72,2.85,"25,711.50","159,901.50",-132.94,-38.08,-128.57,78.34,29.45,0,10.33,-42.49,1.38,8,-2.34,0.505,-0.69,3.78,3.57,N/A,15.19,13.76,-4.04,6.59,"1,600.00",11.18,-26.8,"1,829.00","1,830.00",1.8,11/8/04,11/7/05,0,0,0,0,0,0,0,0,1.36,0,0,0,0.18,0,0.8,0.48,0
200412,25.974,1.568,1.568,-0.19,-0.21,-1.903,-1.095,1.202,0.1,8.763,5.271,89.866,14.64,-9.17,-5.49,-0.47,25.17,2.5,2.04,0,18.59,6.04,-0.76,-4.22,10.255,0.055,0.56,11.64,0.157,0,0,54.06,26.73,-27.33,3.41,0.81,0.238,"45,599.00","37,121.00","8,478.00","5,726.00",0,0,"2,752.00",0,0,0,"-3,709.00",-63,-957,634,66.25,-386,41,-345,0,-0.19,-0.19,"1,755.58",0,"2,752.00","22,831.00","10,004.00","32,835.00",0,0,"115,435.00","115,435.00","3,968.00",0,"-1,001.00","7,799.00",0,"10,766.00","31,818.00","190,854.00",0,0,0,0,0,"75,562.00","75,562.00","-31,013.00","44,549.00","6,394.00",0,"52,061.00","293,858.00","21,991.00",0,0,"71,078.00","93,069.00",0,0,0,0,0,"93,069.00","164,545.00",0,"164,545.00",0,"7,845.00","11,477.00","276,936.00",19,0,"11,175.00","1,258.00","5,321.00","-1,728.00",0,"16,045.00",877,"16,922.00",-345,0,-345,0,0,0,0,0,"-15,198.00",0,0,0,"17,654.00","2,111.00","-4,034.00","5,944.00",0,0,"-4,170.00","9,363.00",0,0,"-4,094.00","3,009.00",0,-45,0,"4,354.00",-184,-87,"4,059.00","9,179.00","-4,034.00","-1,923.00",9.96,0,1.67,2.78,2.19,1.28,0.16,0,0.93,12.7,12.7,7.87,27.44,3.85,2.73,"26,805.84","159,392.84",-133.79,-47.49,-130.85,81.4,29.96,0,13.56,-45.79,1.14,8,-2.3,0.515,-3.93,2.05,1.93,N/A,14.88,12.7,-0.05,6.28,66.67,350.57,-23.01,"1,461.22","1,831.00",1.78,3/10/05,3/1/06,0,"324,864.00",0,0,0,0,0,0,1.08,0,0,0,0.18,0,0.73,0.49,0
200503,22.345,0.862,0.862,0.6,0.58,-1.483,1.839,2.612,0.1,8.516,4.706,87.642,11.33,30.57,22.98,1.69,15.84,3.8,1.67,0,17.76,3.86,2.69,8.23,10.291,0.056,0.575,11.16,0.157,0.172,0,59.41,27.35,-32.06,3.34,0.82,0.246,"45,136.00","37,120.00","8,016.00","6,275.00",0,0,"1,741.00",0,0,0,-192,-58,"1,549.00",-314,20.27,"1,177.00",35,"1,212.00",0,0.66,0.6,"2,020.00",0,"1,741.00","23,345.00","10,978.00","34,323.00",0,0,"117,110.00","117,110.00","4,132.00",0,"-1,003.00","8,353.00",0,"11,482.00","32,475.00","195,390.00",0,0,0,0,0,"74,408.00","74,408.00","-31,013.00","43,395.00","7,011.00",0,"34,792.00","280,588.00","24,169.00",0,0,"31,392.00","55,561.00",0,0,0,0,0,"55,561.00","161,262.00",0,"161,262.00",0,"3,864.00","43,385.00","264,072.00",19,0,"12,205.00",-150,"5,224.00","-1,628.00",0,"15,670.00",846,"16,516.00","1,212.00",0,"1,212.00",0,0,0,0,0,"3,953.00",0,0,0,111,"5,276.00","-1,561.00",0,0,0,"-1,922.00","1,931.00",0,-60,"5,776.00","4,164.00",0,-14,0,"-9,200.00",-183,-21,"-9,418.00",22,"-1,561.00","3,715.00",10.03,0,1.33,2.41,1.56,0.96,0.12,0,0.86,15.18,15.18,6.59,39.16,3.01,3.53,"20,847.20","148,632.20",-125.32,-37.79,-122.2,70.34,30.22,0,11.18,-39.29,1.35,7,30.94,0.488,-6.5,3.52,3.31,N/A,14.71,10.99,-0.49,3.75,-36.17,-60.2,-21.17,"1,836.36","1,840.00",1.79,5/10/05,5/9/06,0,0,0,0,0,0,0,0,1.01,0,0,0,0.16,0,0.58,0.37,0
200506,22.133,0.857,0.857,0.47,0.47,-0.803,3.502,4.501,0.1,7.665,4.06,85.503,10.24,25.33,18.9,1.36,16.11,7.04,1.65,0,17.59,3.87,2.12,15.82,11.155,0.051,0.572,11.24,0.16,0.213,0,59.29,28.62,-30.67,3.19,0.82,0.259,"44,548.00","36,713.00","7,835.00","6,110.00",0,0,"1,725.00",0,0,0,-999,-84,726,301,-41.46,943,3,946,0,0.51,0.47,"2,012.77",0,"1,725.00","30,133.00","9,348.00","39,481.00",0,0,"109,375.00","109,375.00","3,809.00",0,"-1,008.00","8,749.00",0,"11,550.00","33,859.00","194,265.00",0,0,0,0,0,"73,294.00","73,294.00","-31,013.00","42,281.00","6,679.00",0,"33,609.00","276,834.00","23,853.00",0,0,"73,911.00","97,764.00",0,0,0,0,0,"97,764.00","158,441.00",0,"158,441.00",0,"5,605.00",15,"261,825.00",19,0,"12,966.00","-2,611.00","5,110.00","-1,281.00",0,"14,203.00",806,"15,009.00",946,0,946,0,0,0,0,0,"8,225.00",0,0,0,-111,"9,060.00","-2,011.00",0,0,0,-529,464,0,0,"1,097.00",-979,0,198,0,-983,-184,15,-954,"7,127.00","-2,011.00","7,049.00",9.94,0,1.34,2.52,1.44,0.83,0.11,0,0.8,16.59,16.59,6.03,46.7,2.79,3.91,"18,975.23","138,741.23",-120.42,-36.89,-117.31,70.61,30.31,0,9.93,-36.03,1.18,4,28.92,0.477,-9.99,1.99,1.87,N/A,11.37,9.11,-0.71,1.17,-17.54,-46.77,-19.71,"1,854.90","1,853.05",2.06,8/4/05,8/4/06,0,0,0,0,0,0,0,0,1.03,0,0,0,0.15,0,0.59,0.34,0
200509,21.802,0.47,0.47,-0.31,-0.31,-2.36,0.505,2.697,0.1,7.528,4.26,76.285,9.86,-16.35,-12.48,-0.85,8.31,1.73,1.87,0,17.38,2.16,-1.42,2.32,10.134,0.052,0.528,10.33,0.149,0,0,62.68,31.67,-31.01,2.88,0.83,0.287,"40,510.00","33,471.00","7,039.00","6,165.00",0,0,874,0,0,0,"-1,717.00",-54,-843,314,37.25,-583,7,-576,0,-0.31,-0.31,"1,858.07",0,874,"28,200.00","9,193.00","37,393.00",0,0,"97,042.00","97,042.00","4,050.00",0,"-1,009.00","8,646.00",0,"11,687.00","27,422.00","173,544.00",0,0,0,0,0,"72,900.00","72,900.00","-31,013.00","41,887.00","6,072.00",0,"46,792.00","268,295.00","22,991.00",0,0,"71,382.00","94,373.00",0,0,0,0,0,"94,373.00","141,738.00",0,"141,738.00",0,"4,617.00","12,522.00","253,250.00",19,0,"12,497.00","-2,454.00","4,956.00","-1,031.00",0,"13,987.00","1,058.00","15,045.00",-576,0,-644,0,0,0,0,0,"5,590.00",0,0,0,65,"5,011.00","-4,073.00",0,0,0,"-7,649.00","1,802.00",0,0,"5,600.00","-4,320.00",0,-447,0,"-6,890.00",-185,-22,"-7,031.00","-6,340.00","-4,073.00",938,17.3,0,1.31,2.31,2.08,0.9,0.11,0,0.7,17.45,17.45,5.73,42.37,2.67,4.06,"18,319.88","123,722.88",-116.75,-43.47,-113.6,75.69,30.44,8.13,7.13,-36.53,1.12,5,22.79,0.431,-8.24,1.84,1.72,N/A,11,9.66,-0.27,1.93,-306.67,-59.93,-18.97,"1,858.07","1,858.00",2.38,11/7/05,11/14/06,0,0,0,0,0,0,0,0,1.38,0,0,0,0.13,1.21,0.57,0.32,0
200512,25.076,1.744,1.744,-0.04,0.08,-4.243,0.663,0.593,0.1,7.211,4.022,82.225,7.72,-2.16,-2.02,-0.11,23.1,-3.02,1.79,0,15.41,2.32,-0.16,2.64,11.403,0.05,0.569,10.61,0.172,1.25,225.86,53.42,25.6,198.04,3.56,0.85,0.237,"46,264.00","39,134.00","7,130.00","6,057.00",0,0,"1,073.00",0,0,0,"-1,356.00",-84,-283,527,186.22,440,17,-74,0,-0.04,-0.04,"1,844.98",0,"3,217.00","28,406.00","14,133.00","42,539.00","114,511.00",0,"1,420.00","115,931.00","4,057.00",0,"-1,009.00","7,223.00",0,"10,271.00",0,"168,741.00",0,697,"12,833.00","45,679.00","2,736.00","11,348.00","73,293.00","-32,617.00","40,676.00","5,945.00","5,945.00","54,097.00","269,459.00","22,910.00",0,0,"73,047.00","95,957.00",0,0,0,0,0,"95,957.00","153,278.00",0,"153,278.00",0,"5,660.00",0,"254,895.00",19,0,"13,064.00","-3,680.00","4,872.00",-833,0,"13,442.00","1,122.00","14,564.00",-74,0,714,0,0,0,0,0,"-19,405.00",0,0,0,"19,785.00","1,094.00",128,0,0,0,"-1,783.00","4,538.00",0,0,"4,008.00","6,891.00",0,-123,0,"-3,161.00",-186,-125,"-3,397.00","4,588.00",129,"1,223.00",10.72,0,1.07,1.92,1.19,0.74,0.08,0,0.72,16.71,16.71,5.98,51.85,2.05,5.18,"14,391.16","126,252.16",-114.52,-46.82,-65.69,71.97,30.15,11.92,8.61,-44.08,1.09,5,-2.69,0.467,-9.16,1.76,1.65,N/A,9.89,7.65,-0.33,-3.46,78.95,11.22,-17.64,"1,844.98","1,864.14",2.88,3/1/06,2/27/08,0,"134,000.00",0,0,0,0,0,0,0.9,0,0,0,0.11,0.65,0.47,0.26,0
200603,21.785,-0.27,-0.27,-0.76,-0.76,-6.985,-0.998,-0.016,0.1,6.315,3.133,79.195,7.96,-44.66,-35.44,-2.11,-2.44,-0.94,2.05,0,10.02,-1.24,-3.49,-4.58,12.541,0.045,0.562,6.07,0.151,0,252.37,59.68,27.64,220.33,3.3,0.9,0.273,"40,789.00","36,701.00","4,088.00","4,594.00",0,0,-506,0,0,0,"-1,842.00",-59,"-2,348.00",982,41.82,"-1,425.00",2,"-1,423.00",0,-0.76,-0.76,"1,872.37",0,-506,"21,179.00","17,892.00","39,071.00","112,810.00",0,0,"112,810.00","4,413.00",0,"-1,037.00","8,586.00",0,"11,962.00","30,351.00","194,194.00",0,0,0,0,0,"73,558.00","73,558.00","-32,617.00","40,941.00","6,072.00","6,072.00","27,869.00","269,076.00","24,005.00",0,0,"75,512.00","99,517.00",0,0,0,0,0,"99,517.00","151,104.00",0,"151,104.00",0,"5,284.00",0,"255,905.00",18,0,"11,088.00","-3,156.00","4,778.00",-680,1,"12,049.00","1,122.00","13,171.00","-1,423.00",0,"-1,423.00",0,0,0,0,0,"1,406.00",0,0,0,-13,-30,"-1,838.00",0,0,0,"-6,735.00","4,501.00",0,0,264,"-3,808.00",153,-111,0,"-3,424.00",-186,126,"-3,442.00","-7,280.00","-1,838.00","-1,868.00",0,0,1.26,2.54,2.17,1.02,0.09,0,0.75,24.17,24.17,4.14,44.11,2.16,5.03,"15,187.68","128,342.68",-114.23,-32.93,-66.75,62.74,29.96,-3.07,0,-46.82,1.12,4,-2.8,0.465,-5.22,1.95,1.83,N/A,8.93,7.55,-2.35,-2.51,-226.67,-131.32,-17.58,"1,872.37","1,908.00",3.09,5/9/06,5/9/07,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.55,0.27,0
200606,22.458,0.576,0.576,-0.17,-0.17,-6.707,4.374,5.214,0.1,7.662,4.312,80.439,6.93,-9.51,-10.57,-0.46,4.57,1.54,1.48,0,13.6,2.56,-0.76,19.48,10.499,0.053,0.554,8.35,0.153,0,232.18,59.51,30.36,203.03,3.01,0.86,0.287,"41,878.00","36,181.00","5,697.00","4,623.00",0,0,"1,074.00",0,0,0,"-1,742.00",-19,-668,364,54.49,-323,6,-317,0,-0.17,-0.17,"1,864.71",0,"1,074.00","27,985.00","12,633.00","40,618.00","106,554.00",0,"9,194.00","115,748.00","4,515.00",0,"-1,043.00","8,644.00",0,"12,116.00","33,034.00","201,516.00",0,0,0,0,0,"74,256.00","74,256.00","-32,617.00","41,639.00","6,392.00","6,392.00","27,401.00","276,948.00","23,595.00",0,0,"78,473.00","102,068.00",0,0,0,0,0,"102,068.00","153,478.00",0,"153,478.00",0,"5,729.00",0,"261,275.00",19,0,"10,646.00",-262,"4,636.00",-420,0,"14,619.00","1,054.00","15,673.00",-317,0,-325,0,0,0,0,0,"10,055.00",0,0,0,-8,"9,722.00","-1,565.00",0,0,0,"-4,435.00","6,746.00",0,0,"-4,916.00","-4,170.00",81,14,0,"1,171.00",-188,-37,"1,041.00","6,593.00","-1,565.00","8,157.00",0,0,0.9,1.61,1.53,0.82,0.08,0,0.75,27.29,27.29,3.66,59.52,1.97,5.77,"13,222.44","127,136.44",-116.2,-31.87,-71.14,63.7,30.07,-11.46,0,-49.23,1.08,4,-2.72,0.478,-4.61,1.97,1.86,N/A,7.95,6.36,0,1.47,-136.17,-32.79,-17.87,"1,864.71","1,908.00",2.3,8/4/06,8/7/07,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.4,0.23,0
200609,19.805,-2.364,-2.364,-2.79,-2.79,-11.982,2.908,3.889,0.05,4.802,1.45,80.928,8.09,-176.54,-105.08,-7.71,-18.98,-12.81,2.31,5.03,-1.23,-13.33,-14.15,14.68,16.851,0.034,0.577,-0.67,0.136,0,282.12,55.25,29.3,256.17,3.11,1.01,0.325,"37,095.00","37,552.00",-457,"4,489.00",0,0,"-4,946.00",555,"-1,937.00","-1,382.00",-36,-48,"-6,364.00","1,160.00",18.23,"-5,204.00",4,"-5,248.00",0,-2.79,-2.79,"1,873.00",0,"-4,427.00","25,511.00","15,116.00","40,627.00","114,689.00",0,"1,073.00","115,762.00","4,683.00",0,"-1,029.00","8,343.00",0,"11,997.00",0,"168,386.00",0,0,0,0,0,"101,404.00","101,404.00","-32,617.00","68,787.00","6,396.00","5,535.00","23,896.00","267,465.00","22,738.00",0,0,"77,365.00","100,103.00",0,0,0,0,0,"100,103.00","154,410.00",0,"154,410.00",0,"2,774.00",0,"257,287.00",19,0,"5,608.00",-785,"4,579.00",-258,0,"9,163.00","1,015.00","10,178.00","-5,248.00",0,"-5,204.00",0,0,0,0,0,0,0,0,0,"12,489.00","7,285.00","-1,839.00",0,0,0,"-6,301.00","7,905.00",0,0,"-11,102.00","-11,337.00",121,-42,0,"1,740.00",-94,-123,"1,602.00","-2,450.00","-1,839.00","5,446.00",0,0,1.68,5.58,1.16,0.84,0.09,0,0.78,-202.86,-202.86,-0.49,59.25,2.55,4.33,"15,435.72","130,233.72",-114.09,-47.13,-65.86,59.76,29.41,-18.67,0,-54.3,0.9,3,-2.45,0.448,-4.75,1.68,1.56,0,9.19,6.19,0,-9.16,-800,-602.98,-7.36,"1,873.00","1,908.00",2.37,11/14/06,11/8/07,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.74,0.28,0
200612,23.351,-1.878,-1.878,-3,-2.98,-5.066,-5.198,-4.268,0,-1.831,-3.739,90.794,7.51,-789.75,0,-8.23,-12.52,-13.39,2.85,6.02,4.4,-9.1,-13.96,-22.26,-49.591,-0.012,0.615,2.6,0.147,0,257.95,50.24,26.07,233.78,3.5,0.96,0.273,"40,303.00","38,528.00","1,775.00","5,442.00",0,0,"-3,667.00",398,"-2,453.00","-2,055.00",28,-84,"-5,694.00",149,2.62,"-5,545.00",4,"-5,625.00",0,-3,-3,"1,726.00",0,"-3,241.00","28,896.00","51,259.00","80,155.00","113,930.00",0,"6,246.00","120,176.00","4,334.00",0,"-1,015.00","6,698.00",0,"10,017.00",0,"210,348.00","2,790.00",802,"13,719.00","54,024.00","2,224.00",269,"71,038.00","-34,983.00","36,055.00","3,611.00",0,"26,392.00","279,196.00","21,214.00",0,0,"1,433.00","22,647.00","27,461.00","4,558.00",0,"4,558.00","21,010.00","75,676.00","144,371.00",0,"144,371.00","10,538.00","4,789.00","46,128.00","281,502.00",19,0,-17,"-7,846.00","4,562.00",-183,0,"-3,465.00","1,159.00","-2,306.00","-5,625.00",0,"-5,545.00",0,0,0,0,0,0,0,0,0,"-1,821.00","-7,366.00","-1,606.00",0,0,0,"-6,207.00",-696,0,0,"2,960.00","-5,549.00",76,-44,0,"16,345.00",0,-305,"16,072.00","3,157.00","-1,606.00","-8,972.00",0,0,0,0,6.92,1.56,0.09,0,0.67,-15.08,-15.08,-6.63,43.37,2.6,3.33,"14,212.98","107,048.98",-107,-38.21,-59.21,47.37,28.84,0,0,-45.47,1.06,5,-2.09,0.334,0.95,2.78,2.65,0,9.03,6.88,0.81,-6.88,"-7,400.00",-207.68,-8.43,"1,726.00","1,892.54",1.8,2/28/07,2/26/09,0,"89,000.00",0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.26,0
200703,22.875,1.206,1.206,-0.15,-0.15,-3.939,-0.166,0.523,0,-1.973,-5.328,88.918,7.89,0,0,-0.41,11.07,43.88,4.27,0,19.14,5.27,-0.66,-0.73,-45.062,-0.014,0.614,11.94,0.156,0,225.02,64.24,29.58,190.36,3.09,0.81,0.262,"43,005.00","34,774.00","8,231.00","5,964.00",0,0,"2,267.00",0,0,0,"-2,313.00",-58,-46,-181,-393.48,-285,3,-282,0,-0.15,-0.15,"1,880.00",0,"2,267.00","26,867.00","23,153.00","50,020.00","106,048.00",0,"11,663.00","117,711.00","4,554.00",0,"-1,042.00","9,013.00",0,"12,525.00",0,"180,256.00",0,0,0,0,0,"76,156.00","76,156.00","-38,518.00","37,638.00","6,308.00","6,308.00","48,008.00","272,210.00","24,480.00",0,0,"79,618.00","104,098.00",0,0,0,0,0,"104,098.00","167,179.00",0,"167,179.00",0,"3,261.00",249,"274,787.00",19,0,956,"-9,106.00","4,596.00",-175,0,"-3,710.00","1,133.00","-2,577.00",-282,0,-282,0,0,0,0,0,"1,261.00",0,0,0,5,984,"-1,296.00",0,0,0,"-2,229.00","6,768.00",0,0,-765,"2,478.00",27,-31,0,"-5,332.00",0,-51,"-5,387.00","-1,925.00","-1,296.00",-312,0,0,0,0,4.11,1.47,0.09,0,0.82,-30.77,-30.77,-3.25,41.44,2.85,1.9,"14,834.38","133,126.38",-120.15,-50.88,-74.52,39.98,29.2,0,0,-36.45,0.87,2,-2.4,0.41,-1.29,1.73,1.61,N/A,8.73,7.51,0.65,5,80.26,546.67,-9.61,"1,880.00","1,880.15",1.93,5/9/07,5/7/08,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.27,0
200706,18.287,1.235,1.235,0.31,0.3,-5.233,1.202,1.756,0,-0.927,-3.948,80.985,9.42,0,0,1.09,23.03,8.98,4.36,0,17.94,6.75,1.7,6.57,-87.377,-0.007,0.609,11.52,0.16,0,223.12,64.08,31.59,190.63,2.89,0.82,0.284,"44,242.00","36,303.00","7,939.00","4,952.00",0,0,"2,987.00",0,0,0,"-2,061.00",-85,926,-123,13.28,718,32,750,0,0.4,0.31,"2,419.36",0,"2,987.00","32,000.00","21,194.00","53,194.00","108,179.00",0,"12,263.00","120,442.00","4,360.00",0,"-1,060.00","9,314.00",0,"12,614.00",0,"186,250.00",0,0,0,0,0,"75,821.00","75,821.00","-38,518.00","37,303.00","6,344.00","6,344.00","49,321.00","279,218.00","25,495.00",0,0,"80,971.00","106,466.00",0,0,0,0,0,"106,466.00","170,036.00",0,"170,036.00",0,"3,397.00",14,"279,913.00",19,0,"1,707.00","-8,146.00","4,663.00",-189,0,"-1,946.00","1,251.00",-695,750,0,716,0,0,0,0,0,"3,532.00",0,0,0,1,"4,249.00","-1,341.00",0,0,0,"-2,491.00","5,320.00",0,0,"-2,136.00",-648,24,0,0,"1,333.00",0,0,"1,357.00","4,958.00","-1,341.00","2,908.00",0,0,0,0,0,4.96,0.11,0,0.84,-57.11,-57.11,-1.75,31.05,3.65,0.53,"19,778.14","137,871.14",-108.58,-45.21,-66.93,29.16,27.82,0,0,-26.82,0.9,2,-2.35,0.427,-0.18,1.75,1.63,N/A,9.49,7.74,-11.67,-18.57,282.35,114.41,-10.57,"1,875.00","2,099.59",1.81,8/7/07,8/7/07,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.34,0
